שם יישוב,סוג יישוב,סטטוס,כתיבים חלופיים,מה הנציג עושה,הערה,מקור,תאריך עדכון,כמות התקנות,תאריך התקנה אחרונה
כפר מימון,כפר / לא סווג,מתקינים,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות | אומת מ-CRM: פרויקטים הושלמו ביישוב,דורש בדיקה | CRM,13/06/2026,5,מאי 2024
כפר מיסר,כפר,לא מתקינים,,לא לקדם,יישוב ערבי,ויקיפדיה + הנחיית עבודה פנימית,,,
"כפר מל""ל",כפר / לא סווג,להתייעץ,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות,דורש בדיקה,,,
כפר מנדא,כפר,לא מתקינים,,לא לקדם,יישוב ערבי,ויקיפדיה + הנחיית עבודה פנימית,,,
כפר מנחם,קיבוץ,מתקינים,,להמשיך לבדיקת תשתית ושטח,ברירת מחדל לקיבוץ שאינו חריג,סיווג ראשוני,,6,יולי 2022
כפר מסריק,קיבוץ,מתקינים,,להמשיך לבדיקת תשתית ושטח,ברירת מחדל לקיבוץ שאינו חריג,סיווג ראשוני,,,
כפר מצר,כפר,לא מתקינים,,לא לקדם,יישוב ערבי,ויקיפדיה + הנחיית עבודה פנימית,,,
כפר מרדכי,יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,1,אוגוסט 2022
כפר נטר,מושב,מתקינים,,להמשיך לבדיקת תשתית ושטח,ברירת מחדל למושב שאינו חריג,סיווג ראשוני,,,
כפר נעמה,כפר / לא סווג,להתייעץ,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות,דורש בדיקה,,,
כפר סאלד,כפר / לא סווג,להתייעץ,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות,דורש בדיקה,,,
כפר סבא,עיר,מתקינים,,להמשיך לבדיקת תשתית ושטח,ברירת מחדל לעיר שאינה חריגה,סיווג ראשוני,,5,מאי 2022
כפר סילבר,כפר / לא סווג,להתייעץ,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות,דורש בדיקה,,,
כפר סירקין,כפר / לא סווג,להתייעץ,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות,דורש בדיקה,,,
כפר סמיע,כפר / לא סווג,להתייעץ,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות,דורש בדיקה,,,
כפר עבודה,כפר / לא סווג,להתייעץ,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות,דורש בדיקה,,,
כפר עבוש,כפר / לא סווג,להתייעץ,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות,דורש בדיקה,,,
כפר עזה,קיבוץ,מתקינים,,להמשיך לבדיקת תשתית ושטח,ברירת מחדל לקיבוץ שאינו חריג,סיווג ראשוני,,,
כפר עזיז,כפר / לא סווג,להתייעץ,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות,דורש בדיקה,,,
כפר עין,כפר / לא סווג,להתייעץ,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות,דורש בדיקה,,,
כפר עציון,כפר / לא סווג,להתייעץ,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות,דורש בדיקה,,,
כפר עקב,כפר / לא סווג,להתייעץ,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות,דורש בדיקה,,,
כפר פינס,מושב,מתקינים,,להמשיך לבדיקת תשתית ושטח,ברירת מחדל למושב שאינו חריג,סיווג ראשוני,,,
כפר צור,כפר / לא סווג,להתייעץ,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות,דורש בדיקה,,,
כפר קאסם,עיר,לא מתקינים,,לא לקדם,יישוב ערבי,ויקיפדיה + הנחיית עבודה פנימית,,,
כפר קדום,כפר / לא סווג,להתייעץ,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות,דורש בדיקה,,,
כפר קוד,כפר / לא סווג,להתייעץ,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות,דורש בדיקה,,,
כפר קיש,כפר / לא סווג,להתייעץ,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות,דורש בדיקה,,,
כפר קליל,כפר / לא סווג,להתייעץ,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות,דורש בדיקה,,,
כפר קרע,כפר,לא מתקינים,,לא לקדם,יישוב ערבי,ויקיפדיה + הנחיית עבודה פנימית,,,
כפר ראעי,כפר / לא סווג,להתייעץ,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות,דורש בדיקה,,,
כפר ראש הנקרה,כפר / לא סווג,להתייעץ,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות,דורש בדיקה,,,
כפר רוזנואלד (זרעית),כפר / לא סווג,להתייעץ,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות,דורש בדיקה,,,
כפר רופין,יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,,
כפר רות,כפר / לא סווג,מתקינים,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות | אומת מ-CRM: פרויקטים הושלמו ביישוב,דורש בדיקה | CRM,13/06/2026,1,נובמבר 2020
כפר רמאן,כפר / לא סווג,להתייעץ,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות,דורש בדיקה,,,
כפר שמאי,מושב,מתקינים,,להמשיך לבדיקת תשתית ושטח,ברירת מחדל למושב שאינו חריג,סיווג ראשוני,,,
כפר שמואל,מושב,מתקינים,,להמשיך לבדיקת תשתית ושטח,ברירת מחדל למושב שאינו חריג,סיווג ראשוני,,2,מרץ 2022
כפר שמריהו,יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,1,יוני 2024
כפר תבור,יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,1,מרץ 2021
כפר תלת,כפר / לא סווג,להתייעץ,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות,דורש בדיקה,,,
כפר תפוח,כפר / לא סווג,להתייעץ,,לא לתת תשובה סופית לפני בדיקה,שם מתחיל בכפר ולא סווג בוודאות,דורש בדיקה,,,
כרזה,יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,,
כרי דשא,יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,,
כרכום,יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,,
כרם אבו מצל,כפר,לא מתקינים,,לא לקדם,יישוב ערבי,ויקיפדיה + הנחיית עבודה פנימית,,,
כרם אבו שרי,כפר,לא מתקינים,,לא לקדם,יישוב ערבי,ויקיפדיה + הנחיית עבודה פנימית,,,
כרם בן זמרה,יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,,
כרם בן שמן,יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,,
כרם יבנה (ישיבה),יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,,
"כרם מהר""ל",יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,,
כרם שלום,יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,,
כרמי יוסף,יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,3,ספטמבר 2024
כרמי צור,התנחלות,מתקינים,,להמשיך לבדיקת תשתית ושטח,ברירת מחדל להתנחלות שאינה חריגה,סיווג ראשוני,,,
כרמיאל,עיר,מתקינים,,להמשיך לבדיקת תשתית ושטח,ברירת מחדל לעיר שאינה חריגה,סיווג ראשוני,,4,ספטמבר 2022
כרמיה,יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,,
כרמים,יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,,
כרמל,התנחלות,מתקינים,,להמשיך לבדיקת תשתית ושטח,ברירת מחדל להתנחלות שאינה חריגה,סיווג ראשוני,,,
לבון,יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,1,אוגוסט 2021
לביא,יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,,
לבן,יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,,
לבן שרקיה,יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,,
לבנים,יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,1,פברואר 2026
להב,קיבוץ,מתקינים,,להמשיך לבדיקת תשתית ושטח,ברירת מחדל לקיבוץ שאינו חריג,סיווג ראשוני,,,
להבות הבשן,יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,,
להבות חביבה,יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,1,מאי 2024
להבים,יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,38,יוני 2026
לוד,עיר,מתקינים,,להמשיך לבדיקת תשתית ושטח,ברירת מחדל לעיר שאינה חריגה,סיווג ראשוני,,,
לוזית,יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,,
לוחמי הגיטאות,יישוב / לא סווג,מתקינים,,להמשיך לבדיקת תשתית ושטח,לא סווג כסוג יישוב ספציפי - ניתן לעריכה,דורש בדיקה,,,
